text,star,length
khui máy khe sim cứng_ngắc sử_dụng máy tắt làm_sao khởi_động chán nổi vsmart sản_phẩm tệ_hại như_vậy,1,200
mua sản phẩm bố cảm_nhận mặc_dù máy ảnh chấm nét lắm sản phẩm bắt sóng yếu nđ đc hẳn vạch sóng bắt wifi kém loa bé he,3,206
sử_dụng dịch_vụ tikinow đặt_hàng tận chiều gọi chăm_sóc khách_hàng báo tikinow giao tận gọi now,3,197
ủng_hộ mobistar chất_lượng dở_tệ hãng vn xứng tầm đánh hàng tàu công_nhận ngon giá_thành mong vsmart ra_mắt phân khúc cao_cấp,5,197
antam trading giao hàng active mua hàng đóng_gói kỹ_càng tạm đổi hàng mô_tả đánh_giá,2,195
xài ổn tầm giá lỗi máy treo kết_nối tv máy ảnh thò thụt sạc điện rò_rỉ điện thoại đẹp thể chụp điện thoại cố_gắng ủng_hộ hàng việt,4,197
điện_thoại đẹp ổn tầm giá pin_khỏe máy ảnh thò thụt gọi video zalo kia đầu dây đánh_giá lắm lướt web tiki giao hàng,5,191
hàng hàng dự_định shiPer thân_thiện gọi thân_thiện lắm í sản_phẩm ủng_hộ cửa hàng lâu_dài hàng mua,5,179
điện_thoại mong_đợi hài_lòng điện_thoại dán sẵn kính cường_lực loa sử_dụng ứng_dụng thông_thường mượt_mà,4,170
giá tiền mua màn_hình màu_sắc nhòe nhòe gọi video màn_hình sọc sọc hãng kỹ_thuật báo chả vấn_đề thất_vọng vsmart,1,168
hàng hàng nguyên seal bóc seal dán đè seal cắt,2,115
máy nguyên seal đóng_gói cẩn_thận tuy_nhiên trừ đầu máy hóa máy cạn_kiệt pin sạc pin kiệt chai lắm,4,179
loa thoại bật max mua máy bóc seal máy kích_hoạt nổi làm_ăn,1,178
hài_lòng máy mua g bảo_hành kích_hoạt nhắn_tin kích_hoạt bảo hành thông_báo kích_hoạt bảo_hành hàng nguyên seal,1,187
hàng hôm đánh_giá tầm tiền hợp_lý bền thời_gian đánh_giá sóng hơi yếu cọc sóng vạch,4,172
chất_lượng máy hộp máy ảnh báo lỗi tắt khởi_động tệ,1,132
đơn hàng tiki giao xong tui update xong hình thế_nào cửa hàng,3,142
ổn_định cảm_ứng hàng,5,40
dây sạc lõng lẻo pin trò gi sac pin nhiệt_độ độ loa nhỏ_xíu màn_hình úa kém sắc,1,114
giao hàng siêu đặt_hàng tuần đóng_gói miếng bọc chống sốc mút xốp máy xài,3,144
điện_thoại đẹp giá tiền vận hôm hàng,4,121
hàng cộng tiki now thông_báo thanh_toán thẻ jcb tiki kiểm_tra giúp nha,5,144
mua máy hôm đầu lỗi xuất_hiện cảm_ứng đơ nhạy loa gọi điện đc gọi zalo facebOk,3,166
mua giá phần_cứng okay phần_mềm hệ điều_hành cải_thiện hi_vọng nâng_cấp phần_mềm sau_này trải nhiệm mượt,4,168
như_vẻ bề_ngoài kết_nối wi fi kém máy ảnh sấu cảm_ứng nhạy cấu_hình trung thua_kém dòng phân khúc cấu_hình trung thua hàng tàu,3,178
giao hàng sản phầm ủng_hộ hàng việt_nam đôi chậm wifi bluetOth hơi kém tầm giá ổn,4,113
sản phẩm nguyên niêm_phong hàng hãng kích_hoạt bảo_hành chất_lượng ổn tầm giá vote,5,114
hàng sử_dụng chất_lượng thế_nào màn_hình hiển_thị ảnh chụp máy_ảnh sắc nét,4,151
máy ảnh sắc nét loa rè kinh_khủng tuần máy đi nhảy tùm_lum hối_hận lắm,3,156
giao hàng lâu_la sản_phẩm đc nguyên seal nguyên hộp check thoải_mái,5,110
máy tầm giá tuyệt hàng giá rẻ chê_bai mua điện thoại mấy chục triệu xài,4,144
máy wifi sóng điện thoại yếu samsung cũ vị_trí nhà_tắm gọi kia đc,3,127
tạm ổn loa rè đc hộp bọc nylon tem dán như_thể đx đóng,4,144
yêu đầu lăn_tăn cholip helius lo live,5,155
mua liền hàng máy nguyên seal miwsi giá rẻ thị_trường điện thoại đẹp cấu_hình vừa_lòng,5,141
xài đc tuần cảm_ứng đơ lắm lướt faceOk phóng to hình đơ coi youtube xoay ngang đơ hồi trò,4,145
giao hàng ứng dụng hiện vận_chuyển mấy bình chuẩn_bị hàng chất lỗi,3,127
khả_năng chụp khOg live máy ảnh chụp vô_cùng tệ_hại lỗi cảm_biến tiệm cận center check,3,123
hộp cũ máy active máy thử chức_năng đánh_giá cụ_thể,4,93
mua sản phẩm lắp sim sản phẩm kích_hoạt bảo_hành phản_hồi ý_kiến hàng tại_sao,1,133
sản_phẩm dịch_vụ giao hàng tệ sàn online gọi giao điện tổng_đài trãi nghiệm mua_sắm tệ,4,129
kiểm tra trò nóng mượt nhận_dạng vân xài bền chất_lượng xứng tầm giá,4,137
điện_thoại phím âm_lượng lỏng_lẻo rụng liên_hệ đổi máy kiểu,3,105
mua xong máy đẹp giao hàng độ bền sử_dụng đánh_giá tiếp chán dán màn_hình giá,4,133
hý hửng máy check thi máy ảnh lỗi thò thụt chụp ảnh thất_vọng,1,110
giao hàng máy nguyên hộp kích_hoạt bảo_hành đặt_hàng tiki giải_thích giùm,3,117
loa thoại loa nhỏ_xíu mua miết coi update khắc_phục nản kèo dám mua tiếp,3,131
tiki giao hàng sản_phẩm tầm giá âm_lượng hơi màn amoled đẹp mầu_sắc đôi_khi thực_sự chuẩn,4,125
tuyệt giá tiền tuy_nhiên vuốt máy thi_thoảng châm điên thoại chỗ ồn đông hơi khó_chịu tiếng hơi bé,4,141
điện thoại mua phim tự_dưng tắt màn_hình rội hiện chấm trắng giửa màn_hình yêu_cầu đổi điện thoại lổi sài,2,126
điện_thoại hãng nguyên_sel sử_dụng máy ảnh bật ồn ram chậm lắm,5,124
hỗ_trợ bảo_hành máy mua nhiễu màn_hình tiki thủ_tục ảo hành hướng_dẫn giúp mk,3,125
hàng sản_phẩm nguyên seal hãng tạm_thời máy chất_lượng xài thời_gian đánh_giá tiếp,5,126
sản_phẩm sử dụng vấn_đề màn_hình chế_độ bảo_hành thế_nào hướng_dẫn khách_hàng,1,111
đặt_hàng phiên_bản giao phiên_bản yêu_cầu quý công_ty xử_lý tình_trạng,1,108
hàng bụi_bặm bám hàng đóng seal vết xước cạnh chán làm_ăn,2,112
mua sản phẩm yêu_cầu xuất hoá_đơn hàng đc tuần hoá_đơn đề_nghị xem_lại giúp,3,122
chất_lượng máy trừ giao hàng muộn dự_kiến gọi tổng_đài khiếu_nại sắp_xếp giao hàng,4,122
máy check máy kích_hoạt bảo_hành mong tiki phản_hồi,2,126
hàng lởm sử dụng log máy mk cũ đề_nghị tiki hangd đổi sản phẩm kak niêmd,1,98
phần_cứng ngon bao_nhiêu phần_mềm tệ bấy_nhiêu ứng dụng rác vin gỡ,2,101
máy tạm ổn loa máy ảnh tr chất_lượng kém a máy hộp khui tr,3,118
khay sim hơi khít màn_hình cảm_ứng hơi vấp máy ảnh chồi thời_gian hỏng máy ảnh cố_định,3,109
sản_phẩm hãng nguyên hộp giao hàng hẹn phầm mềm hoàn_thiện hy_vọng nâng_cấp,4,112
rõ_ràng mua giao giải_thích,3,71
máy lỗi vân mật_khẩu màn_hình làm_sao khắc_phục chế_độ bảo_hành thế_nào,2,100
lỗi mạng wifi chập_chờn vos máy tầm giá,3,82
máy đẹp màu đẹp cực hao pin cực nóng máy máy chế_độ chờ nóng hao pin,3,106
sản_phẩm xài giao hàng trễ tuần mãi tuần đc,4,101
sản_phẩm ghi nguyên tem active kích_hoạt ngày_trước tiki câu trả_lời,2,115
điện_thoại mạng ổn_định sóng yếu cột sóng nhảy liên_tục múa trang_web nước_ngoài robocon đc,1,119
đăng_ký hóa_đơn đơn hàng hề liên_lạc,3,99
sản_phẩm nhân_viên nói_chuyện cộc_cằn thô_lỗ góp_ý nhẹ dịch_vụ hoàn_thiện,4,98
giao hàng hàng tiki kích_hoạt bảo_hành giúp,4,83
sạc quảng_cáo sạc xong hy_vọng sửa nội_dung sạc thành sạc,3,101
vỏ hộp ghi rõ_ràng thành_phần tai_nghe ốp lưng kiểm_tra,3,91
giao hàng hàng đóng_gói cẩn thân mẫu_mã chất_lượng máy ảnh kỳ_vọng,4,104
sản_phẩm đóng_gói cẩn_thận giao hàng,5,55
máy máy kích_hoạt bảo_hành máy,1,108
lỗi máy ảnh phản_ánh chỉ_dẫn phản_hồi,1,77
pin hơi tụt máy quen cửa hàng mô_tả,4,97
máy bóc seal xong dán máy active trươc mấy máy máy ảnh gọi video tệ,3,104
sản_phẩm lỗi khó_khăn đổi xong,1,102
phần_cứng phần_mềm tệ lỗi vặt tùm_lum máy ảnh tương_đương,3,76
máy ảnh chất_lượng âm_nhạc hơi kém nói_chung chức_năng ổn ổn,4,91
mua máy tiếng lỗi màn_hình gửi máy bảo_hành đợi ít_nhất,2,102
máy lỗi wifi yêu_cầu đổi wifi kết_nối kết_nối restart máy,3,89
đầu cắm dây sạc cục lỏng ngoét sạc khiếu_nại đổi cục sạc,2,86
giao hàng khui hộp chất_lượng,5,55
mua xạc bin gửi máy hà_nội bảo_hành,1,74
máy hôm máy hãng đầy_đủ phụ_kiện loa bật max rè rè,3,93
loa rồ loa cỡ căng màng_nhĩ,2,89
chờ mấy mãi đăng ký trả_lời sản_phẩm mk,1,80
máy đẹp ổn tầm giá nhân_viên giao hàng tiki lười giao hàng trách_nhiệm,4,94
cửa hàng kích_hoạt bảo_hành lừa_đảo,1,68
máy sạc sạc đêm tí quản trị viên liên_hệ hỗ_trợ kỹ_thuật,2,82
máy gọi vọng khó_chịu đề_nghị khắc_phục đổi_mới khách_hàng,2,75
máy đẹp mượt lắm xứng_đáng hàng việt nam chất_lượng,5,56
chất_lượng sóng_sánh kém chỗ vạch gọi điện tậm_tịt đc,2,81
giá bình_dân đẹp màn_hình đẹp viền mỏng ưng_ý tầm giá,5,82
giao hàng máy chuẩn ngon nói_chung xuất_sắc vos,5,90
chậm dần tính_năng điều_chỉnh độ tự_động hoạt_động,4,75
mua màn_hình vết kẻ sọc vin mart hôm đc đổi máy ngon_lành,5,83
sử_dụng thế_nào hàng hình mô_tả vui,5,72
mua điện_thoại cắm sạt bây_giờ làm_sao,1,76
chế_độ bảo_hành giải_thích vấn_đề sử_dụng,1,71
lỗi màn_hình đơ sọc ngang khắc_phục,1,52
máy ảnh chụp hình bao_xấu xấu xấu chụp ban_đêm máy chụp,3,83
tai_nghe ốp lưng khui hộp,4,73
máy thiết_kế đẹp sử_dụng mượt ổn_định tầm giá,5,56
giao hàng đặt_hàng hai giao nhân_viên giao hàng nhiệt_tình,5,84
hài_lòng sản_phẩm thất_vọng đóng_gói sơ_sài tiki,4,79
mua hôm_qua lỗi mic gọi nc kia chán thật_sự,3,72
nói_chung xài đc sạt pin vô điện thoại nóng lắm,4,53
tầm giá chậm tung chảo,3,75
thời_tiết giao hàng trễ nguyên siu,3,54
cửa hàng oi khoi dong máy ycau vẽ hình gửi hình_vẽ đi,3,66
hài_lòng chả mong_đợi giá ram màn_hình fuL hd amoled,4,82
thật_sự đệp dể đi,4,59
giao hàng chất_lượng màu giao màu,4,61
phần_mềm máy ảnh tự_động va cham,3,70
giáo hàng muộn hẹn thông_tin thông_báo khách_hàng,2,80
tầm giá,5,19
mua đc hỏng liên_hệ đc cửa hàng,1,57
mua tắt màn_hình bật mãi chán,1,62
tiki s điện thoại mua cảm_ứng chỗ liệt đổi_mới,2,60
mua tiki giá máy hơi hẫng_hụt chút,4,69
tui hài_lòng mạng lắc hoài sạc nóng sợ nổ bất_ngờ hơi,1,72
điện_thoại sạch pin pin dung sạc máy,3,67
sản_phẩm hàng,3,39
tầm giá tuy_nhiên hơi ốp lưng thị_trường,4,71
seal đầy_đủ giao hàng cam_kết máy đầy_đủ phụ_kiện hài_lòng,4,73
tất_cả ổn trừ máy ảnh pop up khó_chịu,4,44
hàng nguyên tem,4,27
tầm giá mk ổn,5,34
sản_phẩm xứng_đáng tầm giá ủng_hộ hàng việt,5,59
sản_phẩm hãng nguyên tem giao hàng đóng_gói cẩn_thận,5,67
giao hàng tư_vấn nhiệt_tình,4,47
hàng cầm pin máy khui,1,50
đồng_ý tiki chân_thành cảm_ơn,5,42
mua máy kích_hoạt bảo_hành,1,49
sản_phẩm hảng nguyên seal,5,33
máy chả liên_quân hơi giật đc đẹp ngoại_hình chả trò chậm bét,3,69
máy hơi chậm KdjdjdhdhdhdhdhdhdjdhdjDjdj,3,48
mua ghi cấu_hình_như_vậy,2,37
sóng điện_thoại yếu dòng điện_thoại,2,52
sản_phẩm vòng đen màn_hình,1,49
pin kém mua máy sụt pin,1,49
hài_lòng sản_phẩm cảm_ơn tiki,5,52
sản_phẩm mong_muốn,5,32
nguyên seal ổn tầm giá,4,29
hàng nguyên siu mua pin sạch sạc,4,53
mua sản phẩm tôp tầm giá,5,52
giao hàng sản_phẩm đẹp tội bắt wifi yếu,4,48
điện_thoại vsmart active hàng hãng đẹp,4,63
ngoại quan ổn máy ảnh ngu_ngốc,3,50
hàng giá_trị hộp đóng_gói kêu ký_tên chạy liền hàng shiper trả_lời câu xong hài_lòng gọi tổng_đài nhân_viên đi hộp đồ cục gạch gọi tổng_đài xong mua hàng mấy như_vậy,3,316
tuần nói_chung ổn vân khuôn_mặt máy ảnh trò có_điều seal dán máy nilon lỗi lưu kho khó_chịu,4,195
máy hộp nguyên seal bật máy máy kích_hoạt tai_nghe tuy_nhiên thế_nào,3,143
điện_thoại đẹp chất_lượng giao hàng cửa hàng uy_tín,4,66
thông_tin sản phâm sạc tai_nghe hdsd hộp tai_nghe s v cửa hàng,3,103
máy đẹp vân nhạy bóc lớp nilon hộp hộp dơ tại_sao dơ đc,4,112
hài_lòng sản_phẩm bể vỡ hư_hỏng chạy chức_năng tai_nghe giới_thiệu,4,106
hàng giá_trị vỡ đóng_gói vận_chuyển túi chống sốc mút xốp nản làm_ăn tiki,3,102
hàng đẹp đóng_gói cẩn_thận giao hàng nói_chung tội cảm_ứng,1,99
hàng nha máy_ảnh ảo nét chụp mờ,5,84
ổn máy hàng vận hàng trễ,3,79
hàng hôm_qua xài màn_hình hơi mờ_nhạt tầm giá,4,76
đơn hàng ghi bao_gồm sạc tai_nghe gửi tai_nghe,4,75
máy mượt min phu kiện tai_nghe,4,63
sản_phẩm tầm giá pin sài nóng máy,4,53
phụ_kiện kèm tai_nghe yêu_cầu gửi,2,48
tai hơi buồn NxbNvcvNBvbHB,4,52
hàng,5,7
tai_nghe ban,2,28
hàng bền,4,12
điện_thoại mua hạn bảo_hành hôm_nay tự_nhiên biểu_tượng headphone nháy liên_tục không_thể loa vệ_sinh jack cắm headphone lỗi đem cửa hàng trung_tâm bảo_hành xiami,3,248
pin giá rẻ yếu màn fhd đc đẹp lắm kiểu màu_sắc nhạt kéo_theo máy ảnh chụp hình đẹp video đẹp bắt wifi sóng sim yếu độ màn_hình tối pin xài,3,220
ưu màn to rỗ nhận_diện khuôn_mặt nhược pin yếu pin xài cảm_giác tầm ứng_dụng rác xiaomi gỡ chụp màn_hình kéo_dài lỗi sạc pin,3,193
mẫu_mã giá_cả phải_chăng thái_độ nhân_viên phục_vụ,5,62
mua tặng kèm sạc dự_phòng bảo_hành hộp chẳng sạc dự_phòng giấy bảo_hành chẳng chẳng cố_tình quên,1,172
tặng mẹ mẹ khen loa to khen vui kiểm tra thử lỗi_lầm,5,76
điện thoại đơ nghịch đc trò ví_dụ frE fire chậm cực_kì cửa hàng làm_ăn kiểu đấy đổi,1,126
máy độ hoàn_thiện tuyệt_vời yếu máy ảnh mua điện thoại như_vậy bá đạo,4,140
máy tương_đối tầm giá tuy_nhiên máy_ảnh thểkhen đc xấu dã_man mua bố_mẹ già,4,144
chất_lượng sản_phẩm tuyệt_vời cảm_ứng mượt chụp hình tầm trung giá rom ram trò ủng_hộ tiki,5,126
ngon làng cành đào,5,18
hàng mô_tả sử_dụng đánh_giá thế_nào tạm,4,100
máy ngon mượt_mà tội vận hà_nội hơi trễ dự_kiến,4,78
tem thẻ bảo_hành mua xong chả chế_độ bảo_hành,2,75
giao hàng dự_kiến tuần check imei xác_nhận hàng hãng,5,96
xài thời_gian lỗi tùm_lum đơ máy tải file backup data,1,87
dien thoai muot su dung tot khoang pin man fuL hd ma man hd,5,107
tạm ổn máy ảnh máy chế_độ siêu tiết_kiệm pin,5,70
sản_phẩm xài ram xài mượt tặng kèm ốp lưng dày_dặn,5,82
did not receive email with waRanty i want a refund,1,54
tiki giao hàng chậm trách_nhiệm khách_hàng,1,54
đóng_gói cẩn_thận hàng hãng nguyên seal,5,53
sản_phẩm bình_thường giá rẻ chất_lượng xài,4,47
mua giảm_giá cửa hàng kích_hoạt bảo_hành,4,61
điện_thoại xài pin màn_hình màu đẹp,5,45
sản_phẩm phù_hợp giá pin bền,5,41
rẻ đẹp,5,6
xài ổn tầm giá,3,26
hàng kiểm_tra,3,34
xài,5,7
,4,9
xài tầm tiền,4,29
máy mẹ mk ưng ya,4,23
cân_nhắc kỹ,3,19
tệ hàng mô_tả,2,25
ổn,5,6
đẹp hãng,5,14
,4,2
rẻ xịn,5,6
máy chậm đơ tạm,3,38
mua đồ tiki máy hôm_qua tiki now giao giá giá hôm_nay tiếc máy lỗi một_chút cạnh màn_hình liên_hệ tiki yêu_cầu hàng đem kiểm_tra hơi phiền thời_gian mong tiki giải_quyết thỏa_đáng hài_lòng thái_độ nhân_viên tiki,3,380
hàng nguyên tem đóng_gói cẩn_thận máy ổn_định hảng samsung gửi nhắn kích_hoạt bảo_hành điện_thoại đăng_ký mua máy hài_lòng sản_phẩm dịch_vụ hàng tiki cảm_ơn tiki,5,263
mua điện thoại tui máy xài gởi bắc gởi xài mong tiki phản_hồi giúp mua xài đc hỏng gio đổi thế_nào,2,206
tối điện thoại trưa hnay tuy_nhiên màn_hình lỗi đốm trắng đổi liên_hệ tiki bảo gửi mail xác_nhận tuy_nhiên mail đc đổi gấp,2,248
giá vậy_mà điện_thoại ổn mua tặng nhóc tuy_nhiên cầm điện thoại đầm điện thoại nhẹ mỏng lắm,5,146
điện thoại giao vận quảng_nam hàng đóng_gói cẩn_thận ổn âm_thanh hơi kể_cả loa làm_sao loa,4,178
